,Tiempo,X,Y
0,0.26229310035705566,1.0073184967041016e-05,5.960464477539063e-08
1,0.5431106090545654,1.1801719665527344e-05,-7.748603820800781e-07
2,0.8060510158538818,1.150369644165039e-05,-1.9073486328125e-06
3,1.1042137145996094,1.043081283569336e-05,-3.039836883544922e-06
4,1.3526861667633057,9.119510650634766e-06,-4.0531158447265625e-06
5,1.6413846015930176,8.285045623779297e-06,-4.76837158203125e-06
6,1.8760299682617188,7.808208465576172e-06,-5.364418029785156e-06
7,2.133336067199707,7.3909759521484375e-06,-5.7220458984375e-06
8,2.413182020187378,7.152557373046875e-06,-5.841255187988281e-06
9,2.672175407409668,6.67572021484375e-06,-5.9604644775390625e-06
10,3.019374370574951,7.152557373046875e-06,-5.841255187988281e-06
11,3.3293871879577637,1.4126300811767578e-05,-4.708766937255859e-06
12,3.6147549152374268,2.378225326538086e-05,-3.039836883544922e-06
13,3.8875060081481934,3.0994415283203125e-05,-1.7285346984863281e-06
14,4.135802507400513,3.695487976074219e-05,-7.152557373046875e-07
15,4.452305793762207,4.112720489501953e-05,1.1920928955078125e-07
16,4.715035438537598,4.4345855712890625e-05,7.748603820800781e-07
17,4.974149942398071,4.64320182800293e-05,1.1920928955078125e-06
18,5.253546237945557,4.798173904418945e-05,1.3709068298339844e-06
19,5.526319265365601,4.89354133605957e-05,1.7881393432617188e-06
20,5.804569244384766,4.9591064453125e-05,2.0265579223632812e-06
21,6.103622674942017,5.0067901611328125e-05,1.9073486328125e-06
22,6.348505020141602,5.042552947998047e-05,1.8477439880371094e-06
23,6.612061500549316,5.054473876953125e-05,1.6689300537109375e-06
24,6.886514663696289,5.060434341430664e-05,1.7285346984863281e-06
25,7.148521661758423,5.066394805908203e-05,1.8477439880371094e-06
26,7.413201808929443,5.0902366638183594e-05,1.9073486328125e-06
27,7.655679225921631,5.08427619934082e-05,1.7881393432617188e-06
28,7.942514896392822,5.0961971282958984e-05,1.6689300537109375e-06
29,8.23089861869812,5.1081180572509766e-05,1.7285346984863281e-06
30,8.49533748626709,5.1081180572509766e-05,1.9669532775878906e-06
31,8.77941632270813,5.125999450683594e-05,2.2649765014648438e-06
32,9.074634552001953,5.155801773071289e-05,2.4437904357910156e-06
33,9.336001634597778,5.173683166503906e-05,2.3245811462402344e-06
34,9.580595016479492,5.167722702026367e-05,2.3245811462402344e-06
35,9.860873222351074,5.155801773071289e-05,2.2649765014648438e-06
36,10.157064437866211,5.137920379638672e-05,2.1457672119140625e-06
37,10.412446737289429,5.1140785217285156e-05,2.205371856689453e-06
38,10.685529708862305,5.1081180572509766e-05,2.205371856689453e-06
39,11.058851718902588,5.0902366638183594e-05,2.3245811462402344e-06
40,11.325140237808228,5.0961971282958984e-05,2.6226043701171875e-06
41,11.581701040267944,5.1021575927734375e-05,2.7418136596679688e-06
42,11.860867261886597,5.1140785217285156e-05,2.562999725341797e-06
43,12.162593364715576,5.131959915161133e-05,2.1457672119140625e-06
44,12.431570768356323,5.131959915161133e-05,2.0265579223632812e-06
45,12.728076457977295,5.14984130859375e-05,1.9073486328125e-06
46,13.014340162277222,5.167722702026367e-05,2.0265579223632812e-06
47,13.285837411880493,5.161762237548828e-05,1.9073486328125e-06
48,13.538365125656128,5.155801773071289e-05,1.8477439880371094e-06
49,13.804417610168457,5.155801773071289e-05,2.0265579223632812e-06
50,14.065149307250977,5.161762237548828e-05,2.205371856689453e-06
51,14.351158618927002,5.161762237548828e-05,2.384185791015625e-06
52,14.616017818450928,5.161762237548828e-05,2.5033950805664062e-06
53,14.88454794883728,5.155801773071289e-05,2.7418136596679688e-06
54,15.130755186080933,5.131959915161133e-05,2.8014183044433594e-06
55,15.424372673034668,5.120038986206055e-05,2.562999725341797e-06
56,15.682345867156982,5.1081180572509766e-05,2.205371856689453e-06
57,15.962692499160767,5.08427619934082e-05,2.086162567138672e-06
58,16.217844009399414,5.054473876953125e-05,2.2649765014648438e-06
59,16.49093198776245,5.042552947998047e-05,2.4437904357910156e-06
