,Tiempo,X,Y
0,0.28580212593078613,3.3974647521972656e-06,-7.748603820800781e-06
1,0.5658383369445801,1.1920928955078125e-06,-6.973743438720703e-06
2,0.8225927352905273,1.2516975402832031e-06,-6.496906280517578e-06
3,1.0738084316253662,7.152557373046875e-07,-7.033348083496094e-06
4,1.3235468864440918,4.947185516357422e-06,-6.616115570068359e-06
5,1.5905041694641113,1.3709068298339844e-06,-3.874301910400391e-06
6,1.8462893962860107,8.344650268554688e-07,-5.4836273193359375e-06
7,2.113780975341797,8.940696716308594e-06,-1.1682510375976562e-05
8,2.3874473571777344,7.748603820800781e-07,-9.119510650634766e-06
9,2.669867992401123,2.86102294921875e-06,-1.0728836059570312e-05
10,3.952138662338257,2.6226043701171875e-06,-8.58306884765625e-06
11,4.229002475738525,1.7881393432617188e-06,-3.516674041748047e-06
12,4.510597229003906,7.033348083496094e-06,-1.0907649993896484e-05
13,4.777712106704712,6.854534149169922e-06,-9.834766387939453e-06
14,5.0622828006744385,4.351139068603516e-06,-7.987022399902344e-06
15,5.328319311141968,5.841255187988281e-06,-9.59634780883789e-06
16,5.62327241897583,-1.6689300537109375e-06,-5.185604095458984e-06
17,5.908702611923218,7.808208465576172e-06,-6.67572021484375e-06
18,6.165488958358765,7.569789886474609e-06,-1.1682510375976562e-05
19,6.421151399612427,3.6954879760742188e-06,-5.841255187988281e-06
20,6.760674238204956,4.380941390991211e-05,-9.5367431640625e-07
21,7.0165932178497314,5.173683166503906e-05,4.0531158447265625e-06
22,7.270455360412598,4.9114227294921875e-05,2.384185791015625e-07
23,7.521243095397949,5.364418029785156e-05,3.993511199951172e-06
24,7.770695686340332,5.3882598876953125e-05,2.384185791015625e-06
25,8.043214559555054,5.1856040954589844e-05,3.5762786865234375e-06
26,8.3394033908844,5.2809715270996094e-05,5.304813385009766e-06
27,8.572660684585571,5.042552947998047e-05,5.364418029785156e-06
28,8.843107223510742,4.941225051879883e-05,1.5497207641601562e-06
29,9.118682622909546,4.845857620239258e-05,6.139278411865234e-06
30,9.40847635269165,5.030632019042969e-05,8.344650268554688e-07
31,9.660846948623657,5.310773849487305e-05,4.76837158203125e-07
32,9.908076286315918,5.227327346801758e-05,4.649162292480469e-06
33,10.176499366760254,5.269050598144531e-05,-1.7285346984863281e-06
34,10.44139552116394,4.9054622650146484e-05,4.291534423828125e-06
35,10.702576637268066,5.2094459533691406e-05,-9.5367431640625e-07
36,10.956959009170532,4.839897155761719e-05,6.4373016357421875e-06
37,11.223787546157837,5.1975250244140625e-05,5.960464477539062e-07
38,11.470983266830444,4.971027374267578e-05,-2.3245811462402344e-06
39,11.807791233062744,4.6253204345703125e-05,9.5367431640625e-07
40,12.16745376586914,4.9173831939697266e-05,4.0531158447265625e-06
41,12.435505151748657,4.9114227294921875e-05,-3.5762786865234375e-07
42,12.747263193130493,5.2988529205322266e-05,3.4570693969726562e-06
43,13.012783765792847,4.8995018005371094e-05,-9.5367431640625e-07
44,13.316206693649292,5.263090133666992e-05,4.0531158447265625e-06
45,13.594518423080444,4.83393669128418e-05,-8.940696716308594e-07
46,13.87730622291565,4.792213439941406e-05,-1.1920928955078125e-07
47,14.13386583328247,4.7206878662109375e-05,3.3974647521972656e-06
48,14.40381932258606,4.678964614868164e-05,1.2516975402832031e-06
49,14.663355588912964,4.8995018005371094e-05,-9.5367431640625e-07
50,14.931706666946411,4.6253204345703125e-05,4.231929779052734e-06
51,15.212334394454956,5.429983139038086e-05,8.940696716308594e-07
52,15.504480600357056,5.137920379638672e-05,2.9802322387695312e-06
53,15.769525527954102,4.887580871582031e-05,2.384185791015625e-07
54,16.013153791427612,4.678964614868164e-05,6.496906280517578e-06
55,16.2740478515625,5.125999450683594e-05,1.9073486328125e-06
56,16.545212030410767,5.1975250244140625e-05,5.960464477539062e-07
57,16.802555084228516,4.7147274017333984e-05,1.0728836059570312e-06
58,17.085455417633057,4.589557647705078e-05,1.9669532775878906e-06
59,17.358553647994995,4.7147274017333984e-05,7.748603820800781e-07
60,17.63825273513794,5.125999450683594e-05,5.304813385009766e-06
61,17.9024760723114,5.239248275756836e-05,3.933906555175781e-06
62,18.163850784301758,4.70280647277832e-05,5.304813385009766e-06
63,18.436704874038696,4.780292510986328e-05,-1.7881393432617188e-06
64,18.705724239349365,5.137920379638672e-05,-2.9206275939941406e-06
65,18.992374181747437,5.078315734863281e-05,6.258487701416016e-06
66,19.328535318374634,4.6372413635253906e-05,3.993511199951172e-06
67,19.604386568069458,5.328655242919922e-05,4.410743713378906e-06
68,19.87721562385559,5.0961971282958984e-05,4.708766937255859e-06
69,20.126132249832153,5.322694778442383e-05,-4.172325134277344e-07
70,20.384379148483276,5.1140785217285156e-05,-8.940696716308594e-07
71,20.635804176330566,5.030632019042969e-05,4.291534423828125e-06
72,20.938661336898804,5.251169204711914e-05,2.205371856689453e-06
73,21.218486547470093,5.2988529205322266e-05,1.9669532775878906e-06
74,21.49890112876892,5.054473876953125e-05,-1.3709068298339844e-06
75,21.76321244239807,4.738569259643555e-05,3.5762786865234375e-06
76,22.020793914794922,5.1975250244140625e-05,2.980232238769531e-07
77,22.292016983032227,5.513429641723633e-05,3.4570693969726562e-06
78,22.58105444908142,4.976987838745117e-05,1.430511474609375e-06
79,22.86056089401245,5.042552947998047e-05,-1.8477439880371094e-06
80,23.1600558757782,5.1021575927734375e-05,4.76837158203125e-06
81,23.452197074890137,5.167722702026367e-05,4.5299530029296875e-06
82,23.736119508743286,4.929304122924805e-05,6.854534149169922e-06
83,23.99530601501465,4.744529724121094e-05,4.76837158203125e-06
84,24.27458357810974,5.1081180572509766e-05,-1.7881393432617188e-06
85,24.536933183670044,5.048513412475586e-05,3.993511199951172e-06
86,24.79379963874817,4.774332046508789e-05,2.384185791015625e-07
87,25.0785231590271,4.851818084716797e-05,-1.5497207641601562e-06
88,25.335158824920654,4.4345855712890625e-05,2.205371856689453e-06
89,25.710802793502808,4.756450653076172e-05,2.0265579223632812e-06
90,25.966848611831665,4.8100948333740234e-05,6.973743438720703e-06
91,26.215829849243164,4.83393669128418e-05,4.231929779052734e-06
