,frec,X,Y
0,1238,0.02145141363143921,-0.01476055383682251
1,815,-0.014384269714355469,-0.014175176620483398
2,536,0.008801043033599854,0.010059118270874023
3,352,-0.007350802421569824,-0.0013162493705749512
4,232,0.0018884539604187012,0.0032392144203186035
5,152,2.384185791015625e-05,-0.0017384886741638184
6,100,0.00015538930892944336,0.0007628798484802246
7,66,-0.0003224015235900879,-1.2576580047607422e-05
8,43,0.00012856721878051758,9.357929229736328e-05
9,28,-8.940696716308594e-06,3.814697265625e-05
10,18,1.3709068298339844e-05,2.4974346160888672e-05
11,12,4.1604042053222656e-05,-6.735324859619141e-06
12,8,5.1856040954589844e-05,-4.976987838745117e-05
13,5,1.0132789611816406e-05,-1.8477439880371094e-06
14,3,1.8835067749023438e-05,-4.3332576751708984e-05
15,2,1.2576580047607422e-05,-5.614757537841797e-05
16,1,0.00011235475540161133,3.4689903259277344e-05
17,1,7.510185241699219e-05,1.1861324310302734e-05
18,0,7.814168930053711e-05,4.750490188598633e-05
19,0,5.120038986206055e-05,5.620718002319336e-05
20,0,5.0902366638183594e-05,5.6803226470947266e-05
21,0,5.4776668548583984e-05,5.608797073364258e-05
22,0,5.21540641784668e-05,5.6862831115722656e-05
23,0,9.72747802734375e-05,3.159046173095703e-05
24,0,5.251169204711914e-05,5.4776668548583984e-05
25,0,7.319450378417969e-05,4.678964614868164e-05
26,0,5.0961971282958984e-05,5.710124969482422e-05
27,0,7.241964340209961e-05,5.14984130859375e-05
28,0,7.957220077514648e-05,4.291534423828125e-05
29,0,5.0067901611328125e-05,5.352497100830078e-05
30,0,5.0187110900878906e-05,5.632638931274414e-05
31,0,5.513429641723633e-05,5.507469177246094e-05
32,0,5.2988529205322266e-05,5.555152893066406e-05
33,0,6.16908073425293e-05,4.9591064453125e-05
34,0,7.838010787963867e-05,3.927946090698242e-05
35,0,6.365776062011719e-05,5.0961971282958984e-05
36,0,6.854534149169922e-05,4.661083221435547e-05
37,0,5.447864532470703e-05,5.46574592590332e-05
38,0,6.347894668579102e-05,4.476308822631836e-05
39,0,5.263090133666992e-05,5.257129669189453e-05
