,frec,X,Y
0,1238,-0.00013375282287597656,-0.00039958953857421875
1,939,0.00014704465866088867,-0.00025975704193115234
2,712,0.0002033710479736328,2.4437904357910156e-05
3,540,0.00013679265975952148,1.5497207641601562e-05
4,409,6.192922592163086e-05,-4.500150680541992e-05
5,310,5.435943603515625e-05,2.6881694793701172e-05
6,235,4.750490188598633e-05,-1.6510486602783203e-05
7,178,4.9233436584472656e-05,-4.827976226806641e-06
8,135,5.5849552154541016e-05,7.748603820800781e-07
9,102,5.060434341430664e-05,6.377696990966797e-06
10,77,4.8995018005371094e-05,7.331371307373047e-06
11,58,4.750490188598633e-05,3.635883331298828e-06
12,44,4.363059997558594e-05,5.125999450683594e-06
13,33,4.5299530029296875e-05,1.0251998901367188e-05
14,25,4.208087921142578e-05,9.953975677490234e-06
15,19,4.1484832763671875e-05,1.2278556823730469e-05
16,14,3.9696693420410156e-05,1.1742115020751953e-05
17,11,4.470348358154297e-05,8.165836334228516e-06
18,8,5.0902366638183594e-05,1.1146068572998047e-05
19,6,5.65648078918457e-05,1.627206802368164e-05
20,4,3.600120544433594e-05,3.6776065826416016e-05
21,3,3.8504600524902344e-05,3.343820571899414e-05
22,2,1.2695789337158203e-05,3.6656856536865234e-05
23,2,1.9669532775878906e-05,3.165006637573242e-05
24,1,1.2993812561035156e-05,5.751848220825195e-05
25,1,2.6106834411621094e-05,3.641843795776367e-05
26,0,1.5616416931152344e-05,-4.369020462036133e-05
27,0,1.7940998077392578e-05,-4.2319297790527344e-05
28,0,1.7642974853515625e-05,-4.208087921142578e-05
29,0,1.9311904907226562e-05,-4.374980926513672e-05
30,0,1.6033649444580078e-05,-4.0471553802490234e-05
31,0,2.2292137145996094e-05,-4.9054622650146484e-05
32,0,1.7404556274414062e-05,-4.26173210144043e-05
33,0,1.71661376953125e-05,-4.094839096069336e-05
34,0,2.09808349609375e-05,-4.374980926513672e-05
35,0,1.9848346710205078e-05,-4.4465065002441406e-05
36,0,1.6570091247558594e-05,-4.208087921142578e-05
37,0,1.8537044525146484e-05,-4.458427429199219e-05
38,0,1.990795135498047e-05,-4.2498111724853516e-05
39,0,1.9788742065429688e-05,-4.6193599700927734e-05
40,0,1.8537044525146484e-05,-4.297494888305664e-05
41,0,2.014636993408203e-05,-4.7266483306884766e-05
42,0,1.9669532775878906e-05,-4.398822784423828e-05
43,0,2.187490463256836e-05,-4.774332046508789e-05
44,0,1.9073486328125e-05,-4.118680953979492e-05
45,0,1.7344951629638672e-05,-4.7326087951660156e-05
46,0,1.811981201171875e-05,-4.178285598754883e-05
47,0,2.2113323211669922e-05,-4.774332046508789e-05
48,0,1.8358230590820312e-05,-4.303455352783203e-05
49,0,2.2709369659423828e-05,-4.7206878662109375e-05
50,0,1.5616416931152344e-05,-4.1365623474121094e-05
51,0,2.1219253540039062e-05,-4.9233436584472656e-05
52,0,1.8835067749023438e-05,-4.494190216064453e-05
53,0,2.2470951080322266e-05,-4.83393669128418e-05
54,0,1.5139579772949219e-05,-4.100799560546875e-05
55,0,1.9609928131103516e-05,-4.369020462036133e-05
56,0,1.6868114471435547e-05,-4.0590763092041016e-05
57,0,1.817941665649414e-05,-4.476308822631836e-05
58,0,1.5437602996826172e-05,-3.921985626220703e-05
59,0,2.002716064453125e-05,-4.5239925384521484e-05
