,frec,X,Y
0,1238,6.431341171264648e-05,2.1755695343017578e-05
1,939,3.832578659057617e-05,4.112720489501953e-06
2,712,6.139278411865234e-05,1.5497207641601562e-06
3,540,4.89354133605957e-05,2.3245811462402344e-06
4,409,5.519390106201172e-05,3.4570693969726562e-06
5,310,5.143880844116211e-05,-5.960464477539062e-07
6,235,5.14984130859375e-05,2.6226043701171875e-06
7,178,4.988908767700195e-05,1.1324882507324219e-06
8,135,5.0127506256103516e-05,2.562999725341797e-06
9,102,4.953145980834961e-05,2.4437904357910156e-06
10,77,4.988908767700195e-05,4.172325134277344e-06
11,58,4.738569259643555e-05,5.304813385009766e-06
12,44,4.774332046508789e-05,4.410743713378906e-06
13,33,4.589557647705078e-05,9.834766387939453e-06
14,25,4.273653030395508e-05,9.59634780883789e-06
15,19,4.2498111724853516e-05,1.341104507446289e-05
16,14,4.3392181396484375e-05,1.0073184967041016e-05
17,11,3.3915042877197266e-05,7.152557373046875e-06
18,8,5.233287811279297e-05,1.0132789611816406e-05
19,6,5.322694778442383e-05,1.817941665649414e-05
20,4,4.225969314575195e-05,3.439188003540039e-05
21,3,3.4689903259277344e-05,3.743171691894531e-05
22,2,1.2636184692382812e-05,3.421306610107422e-05
23,2,1.7702579498291016e-05,3.4749507904052734e-05
24,1,2.7894973754882812e-05,3.5703182220458984e-05
25,1,1.3947486877441406e-05,2.956390380859375e-05
26,0,1.8894672393798828e-05,-4.392862319946289e-05
27,0,1.823902130126953e-05,-4.1961669921875e-05
28,0,2.002716064453125e-05,-4.309415817260742e-05
29,0,1.9073486328125e-05,-4.4465065002441406e-05
30,0,1.7940998077392578e-05,-4.2378902435302734e-05
31,0,1.9490718841552734e-05,-4.32133674621582e-05
32,0,1.990795135498047e-05,-4.4286251068115234e-05
33,0,1.800060272216797e-05,-4.172325134277344e-05
34,0,1.9669532775878906e-05,-4.3332576751708984e-05
35,0,2.0325183868408203e-05,-4.500150680541992e-05
36,0,2.1517276763916016e-05,-4.3451786041259766e-05
37,0,1.800060272216797e-05,-4.184246063232422e-05
38,0,2.0623207092285156e-05,-4.4226646423339844e-05
39,0,2.0623207092285156e-05,-4.4405460357666016e-05
40,0,2.002716064453125e-05,-4.267692565917969e-05
41,0,2.0205974578857422e-05,-4.392862319946289e-05
42,0,2.0384788513183594e-05,-4.374980926513672e-05
43,0,1.996755599975586e-05,-4.297494888305664e-05
44,0,1.8835067749023438e-05,-4.315376281738281e-05
45,0,1.8358230590820312e-05,-4.410743713378906e-05
46,0,1.823902130126953e-05,-4.225969314575195e-05
47,0,1.9073486328125e-05,-4.357099533081055e-05
48,0,2.092123031616211e-05,-4.5239925384521484e-05
49,0,2.3543834686279297e-05,-4.500150680541992e-05
50,0,1.9848346710205078e-05,-4.3511390686035156e-05
51,0,2.0682811737060547e-05,-4.565715789794922e-05
52,0,1.9550323486328125e-05,-4.3511390686035156e-05
53,0,2.110004425048828e-05,-4.398822784423828e-05
54,0,1.895427703857422e-05,-4.38690185546875e-05
55,0,2.014636993408203e-05,-4.3451786041259766e-05
56,0,2.008676528930664e-05,-4.3332576751708984e-05
57,0,2.0802021026611328e-05,-4.458427429199219e-05
58,0,2.0563602447509766e-05,-4.392862319946289e-05
59,0,2.09808349609375e-05,-4.369020462036133e-05
