,amp,X,Y
201,2199,7.569789886474609e-06,-9.000301361083984e-06
202,2207,8.046627044677734e-06,-7.68899917602539e-06
203,2214,7.62939453125e-06,-8.404254913330078e-06
204,2222,7.927417755126953e-06,-9.000301361083984e-06
205,2229,7.867813110351562e-06,-8.106231689453125e-06
206,2237,8.821487426757812e-06,-7.987022399902344e-06
207,2244,8.046627044677734e-06,-7.748603820800781e-06
208,2252,8.225440979003906e-06,-8.52346420288086e-06
209,2259,8.821487426757812e-06,-9.5367431640625e-06
210,2267,8.165836334228516e-06,-8.761882781982422e-06
211,2274,8.344650268554688e-06,-8.881092071533203e-06
212,2282,8.285045623779297e-06,-8.58306884765625e-06
213,2289,9.059906005859375e-06,-9.179115295410156e-06
214,2297,9.238719940185547e-06,-7.450580596923828e-06
215,2304,9.179115295410156e-06,-7.3909759521484375e-06
216,2312,9.298324584960938e-06,-8.463859558105469e-06
217,2319,7.987022399902344e-06,-8.52346420288086e-06
218,2327,8.285045623779297e-06,-8.463859558105469e-06
219,2334,8.761882781982422e-06,-8.64267349243164e-06
220,2342,7.808208465576172e-06,-9.119510650634766e-06
221,2349,8.52346420288086e-06,-9.5367431640625e-06
222,2357,8.046627044677734e-06,-9.238719940185547e-06
223,2364,9.179115295410156e-06,-8.165836334228516e-06
224,2372,8.58306884765625e-06,-7.68899917602539e-06
225,2379,8.106231689453125e-06,-7.748603820800781e-06
226,2387,8.046627044677734e-06,-7.68899917602539e-06
227,2394,8.881092071533203e-06,-8.285045623779297e-06
228,2402,9.953975677490234e-06,-8.285045623779297e-06
229,2409,9.179115295410156e-06,-7.212162017822266e-06
230,2417,1.0073184967041016e-05,-7.748603820800781e-06
231,2425,9.715557098388672e-06,-8.702278137207031e-06
232,2432,9.894371032714844e-06,-7.450580596923828e-06
233,2440,9.59634780883789e-06,-7.748603820800781e-06
234,2447,9.655952453613281e-06,-7.450580596923828e-06
235,2455,9.834766387939453e-06,-8.52346420288086e-06
236,2462,8.940696716308594e-06,-9.119510650634766e-06
237,2470,9.5367431640625e-06,-7.569789886474609e-06
238,2477,1.0013580322265625e-05,-9.298324584960938e-06
239,2485,1.0251998901367188e-05,-8.404254913330078e-06
240,2492,9.715557098388672e-06,-8.165836334228516e-06
241,2500,1.049041748046875e-05,-8.940696716308594e-06
242,2507,1.0251998901367188e-05,-8.881092071533203e-06
243,2515,1.0073184967041016e-05,-8.463859558105469e-06
244,2522,1.043081283569336e-05,-8.463859558105469e-06
245,2530,1.055002212524414e-05,-8.463859558105469e-06
246,2537,1.0788440704345703e-05,-8.761882781982422e-06
247,2545,1.1622905731201172e-05,-6.377696990966797e-06
248,2552,1.1026859283447266e-05,-7.092952728271484e-06
249,2560,1.245737075805664e-05,-5.9604644775390625e-06
250,2567,1.0967254638671875e-05,-7.748603820800781e-06
251,2575,1.0788440704345703e-05,-8.761882781982422e-06
252,2582,1.138448715209961e-05,-8.106231689453125e-06
253,2590,1.0728836059570312e-05,-8.881092071533203e-06
254,2597,1.0311603546142578e-05,-8.404254913330078e-06
255,2605,1.043081283569336e-05,-7.748603820800781e-06
256,2612,1.0073184967041016e-05,-8.702278137207031e-06
257,2620,1.0311603546142578e-05,-8.344650268554688e-06
258,2627,1.0907649993896484e-05,-7.987022399902344e-06
259,2635,1.1146068572998047e-05,-8.404254913330078e-06
260,2642,1.0132789611816406e-05,-9.179115295410156e-06
261,2650,9.715557098388672e-06,-8.404254913330078e-06
262,2657,1.150369644165039e-05,-8.52346420288086e-06
263,2665,9.5367431640625e-06,-7.927417755126953e-06
264,2672,1.1265277862548828e-05,-8.285045623779297e-06
265,2680,1.1563301086425781e-05,-7.68899917602539e-06
266,2687,1.1980533599853516e-05,-7.62939453125e-06
267,2695,1.1146068572998047e-05,-8.046627044677734e-06
268,2702,1.1622905731201172e-05,-7.510185241699219e-06
269,2710,1.055002212524414e-05,-7.62939453125e-06
270,2717,1.1086463928222656e-05,-7.3909759521484375e-06
271,2725,1.150369644165039e-05,-7.68899917602539e-06
272,2732,1.1742115020751953e-05,-7.331371307373047e-06
273,2740,1.150369644165039e-05,-6.198883056640625e-06
274,2747,1.1920928955078125e-05,-7.62939453125e-06
275,2755,1.1920928955078125e-05,-7.68899917602539e-06
276,2762,1.1563301086425781e-05,-7.271766662597656e-06
277,2770,1.1801719665527344e-05,-7.808208465576172e-06
278,2777,1.245737075805664e-05,-7.510185241699219e-06
279,2785,1.33514404296875e-05,-6.020069122314453e-06
280,2792,1.233816146850586e-05,-7.212162017822266e-06
281,2800,1.2993812561035156e-05,-4.827976226806641e-06
282,2807,1.2576580047607422e-05,-7.331371307373047e-06
283,2815,1.2993812561035156e-05,-6.139278411865234e-06
284,2822,1.1801719665527344e-05,-7.331371307373047e-06
285,2830,1.1980533599853516e-05,-7.808208465576172e-06
286,2837,1.233816146850586e-05,-7.808208465576172e-06
287,2845,1.3053417205810547e-05,-7.033348083496094e-06
288,2852,1.1920928955078125e-05,-7.331371307373047e-06
289,2860,1.2636184692382812e-05,-7.033348083496094e-06
290,2867,1.2993812561035156e-05,-7.510185241699219e-06
291,2875,1.2278556823730469e-05,-6.616115570068359e-06
292,2882,1.33514404296875e-05,-6.794929504394531e-06
293,2890,1.2636184692382812e-05,-7.033348083496094e-06
294,2897,1.3232231140136719e-05,-7.212162017822266e-06
295,2905,1.3828277587890625e-05,-7.62939453125e-06
296,2912,1.3649463653564453e-05,-6.4373016357421875e-06
297,2920,1.3113021850585938e-05,-6.9141387939453125e-06
298,2927,1.3709068298339844e-05,-7.867813110351562e-06
299,2935,1.33514404296875e-05,-8.881092071533203e-06
300,2942,1.3768672943115234e-05,-7.3909759521484375e-06
301,2950,1.233816146850586e-05,-7.808208465576172e-06
302,2957,1.2636184692382812e-05,-9.179115295410156e-06
303,2965,1.33514404296875e-05,-9.59634780883789e-06
304,2972,1.4066696166992188e-05,-8.344650268554688e-06
305,2980,1.4126300811767578e-05,-9.119510650634766e-06
306,2987,1.4483928680419922e-05,-9.179115295410156e-06
307,2995,1.3589859008789062e-05,-7.867813110351562e-06
308,3003,1.4126300811767578e-05,-8.225440979003906e-06
309,3010,1.436471939086914e-05,-7.569789886474609e-06
310,3018,1.4126300811767578e-05,-7.510185241699219e-06
311,3025,1.4185905456542969e-05,-8.046627044677734e-06
312,3033,1.4901161193847656e-05,-7.927417755126953e-06
313,3040,1.52587890625e-05,-5.662441253662109e-06
314,3048,1.5020370483398438e-05,-8.58306884765625e-06
315,3055,1.4126300811767578e-05,-6.139278411865234e-06
316,3063,1.52587890625e-05,-6.079673767089844e-06
317,3070,1.52587890625e-05,-5.4836273193359375e-06
318,3078,1.430511474609375e-05,-7.271766662597656e-06
319,3085,1.4066696166992188e-05,-7.987022399902344e-06
320,3093,1.436471939086914e-05,-8.58306884765625e-06
321,3100,1.3649463653564453e-05,-8.404254913330078e-06
322,3108,1.3232231140136719e-05,-1.0132789611816406e-05
323,3115,1.4960765838623047e-05,-9.238719940185547e-06
324,3123,1.4007091522216797e-05,-8.702278137207031e-06
325,3130,1.4007091522216797e-05,-7.987022399902344e-06
326,3138,1.3709068298339844e-05,-8.463859558105469e-06
327,3145,1.3709068298339844e-05,-1.0073184967041016e-05
328,3153,1.4781951904296875e-05,-9.000301361083984e-06
329,3160,1.4901161193847656e-05,-7.987022399902344e-06
330,3168,1.4066696166992188e-05,-8.165836334228516e-06
331,3175,1.4185905456542969e-05,-8.285045623779297e-06
332,3183,1.4424324035644531e-05,-8.225440979003906e-06
333,3190,1.4781951904296875e-05,-8.165836334228516e-06
334,3198,1.537799835205078e-05,-7.808208465576172e-06
335,3205,1.537799835205078e-05,-8.463859558105469e-06
336,3213,1.4543533325195312e-05,-8.52346420288086e-06
337,3220,1.4483928680419922e-05,-8.106231689453125e-06
338,3228,1.436471939086914e-05,-8.761882781982422e-06
339,3235,1.4185905456542969e-05,-9.238719940185547e-06
340,3243,1.4543533325195312e-05,-8.106231689453125e-06
341,3250,1.4722347259521484e-05,-7.68899917602539e-06
342,3258,1.519918441772461e-05,-7.68899917602539e-06
343,3265,1.4662742614746094e-05,-8.225440979003906e-06
344,3273,1.5497207641601562e-05,-8.702278137207031e-06
345,3280,1.5735626220703125e-05,-8.225440979003906e-06
346,3288,1.5735626220703125e-05,-8.344650268554688e-06
347,3295,1.6033649444580078e-05,-7.3909759521484375e-06
348,3303,1.5556812286376953e-05,-8.285045623779297e-06
349,3310,1.609325408935547e-05,-7.808208465576172e-06
350,3318,1.6629695892333984e-05,-8.702278137207031e-06
351,3325,1.6510486602783203e-05,-8.165836334228516e-06
352,3333,1.5556812286376953e-05,-8.940696716308594e-06
353,3340,1.5795230865478516e-05,-8.761882781982422e-06
354,3348,1.537799835205078e-05,-8.58306884765625e-06
355,3355,1.5735626220703125e-05,-8.106231689453125e-06
356,3363,1.5854835510253906e-05,-8.52346420288086e-06
357,3370,1.4662742614746094e-05,-8.404254913330078e-06
358,3378,1.5020370483398438e-05,-7.152557373046875e-06
359,3385,1.633167266845703e-05,-8.761882781982422e-06
360,3393,1.728534698486328e-05,-7.510185241699219e-06
361,3400,1.6033649444580078e-05,-7.092952728271484e-06
362,3408,1.6748905181884766e-05,-7.152557373046875e-06
363,3415,1.633167266845703e-05,-7.212162017822266e-06
364,3423,1.6927719116210938e-05,-8.285045623779297e-06
365,3430,1.6450881958007812e-05,-7.987022399902344e-06
366,3438,1.6868114471435547e-05,-8.821487426757812e-06
367,3445,1.710653305053711e-05,-8.225440979003906e-06
368,3453,1.7464160919189453e-05,-7.450580596923828e-06
369,3460,1.5795230865478516e-05,-8.046627044677734e-06
370,3468,1.6689300537109375e-05,-7.569789886474609e-06
371,3475,1.710653305053711e-05,-8.821487426757812e-06
372,3483,1.5795230865478516e-05,-8.940696716308594e-06
373,3490,1.728534698486328e-05,-8.463859558105469e-06
374,3498,1.5795230865478516e-05,-8.64267349243164e-06
375,3505,1.71661376953125e-05,-8.046627044677734e-06
376,3513,1.806020736694336e-05,-7.867813110351562e-06
377,3520,1.704692840576172e-05,-5.543231964111328e-06
378,3528,1.7523765563964844e-05,-8.165836334228516e-06
379,3535,1.7881393432617188e-05,-8.404254913330078e-06
380,3543,1.7404556274414062e-05,-7.68899917602539e-06
381,3550,1.8358230590820312e-05,-7.867813110351562e-06
382,3558,1.728534698486328e-05,-7.808208465576172e-06
383,3565,1.7702579498291016e-05,-6.4373016357421875e-06
384,3573,1.817941665649414e-05,-6.377696990966797e-06
385,3581,1.8537044525146484e-05,-4.887580871582031e-06
386,3588,1.7762184143066406e-05,-7.092952728271484e-06
387,3596,1.7762184143066406e-05,-4.947185516357422e-06
388,3603,1.8894672393798828e-05,-4.0531158447265625e-06
389,3611,1.7821788787841797e-05,-4.172325134277344e-06
390,3618,1.7464160919189453e-05,-5.9604644775390625e-06
391,3626,1.728534698486328e-05,-5.245208740234375e-06
392,3633,1.7821788787841797e-05,-5.125999450683594e-06
393,3641,1.8596649169921875e-05,-7.212162017822266e-06
394,3648,1.8298625946044922e-05,-4.708766937255859e-06
395,3656,1.901388168334961e-05,-6.318092346191406e-06
396,3663,1.817941665649414e-05,-6.377696990966797e-06
397,3671,1.895427703857422e-05,-6.020069122314453e-06
398,3678,1.8596649169921875e-05,-5.364418029785156e-06
399,3686,1.9490718841552734e-05,-6.67572021484375e-06
400,3693,1.901388168334961e-05,-6.794929504394531e-06
401,3701,1.8775463104248047e-05,-6.020069122314453e-06
402,3708,1.8537044525146484e-05,-4.887580871582031e-06
403,3716,1.9550323486328125e-05,-6.556510925292969e-06
404,3723,1.9073486328125e-05,-6.67572021484375e-06
405,3731,1.9431114196777344e-05,-6.9141387939453125e-06
406,3738,1.990795135498047e-05,-5.602836608886719e-06
407,3746,1.9371509552001953e-05,-6.735324859619141e-06
408,3753,2.008676528930664e-05,-6.9141387939453125e-06
409,3761,1.8894672393798828e-05,-3.4570693969726562e-06
410,3768,1.895427703857422e-05,-4.76837158203125e-06
411,3776,1.8775463104248047e-05,-4.589557647705078e-06
412,3783,1.9490718841552734e-05,-5.364418029785156e-06
413,3791,1.9609928131103516e-05,-6.616115570068359e-06
414,3798,1.9431114196777344e-05,-5.841255187988281e-06
415,3806,1.9252300262451172e-05,-4.291534423828125e-06
416,3813,1.9073486328125e-05,-4.0531158447265625e-06
417,3821,2.014636993408203e-05,-3.7550926208496094e-06
418,3828,1.901388168334961e-05,-3.6954879760742188e-06
419,3836,2.0384788513183594e-05,-4.0531158447265625e-06
420,3843,2.0742416381835938e-05,-3.5762786865234375e-06
421,3851,2.0265579223632812e-05,-3.5762786865234375e-06
422,3858,1.913309097290039e-05,-4.589557647705078e-06
423,3866,1.9729137420654297e-05,-4.410743713378906e-06
424,3873,2.0384788513183594e-05,-4.172325134277344e-06
425,3881,2.002716064453125e-05,-4.231929779052734e-06
426,3888,2.0682811737060547e-05,-4.708766937255859e-06
427,3896,1.9550323486328125e-05,-3.814697265625e-06
428,3903,2.014636993408203e-05,-4.410743713378906e-06
429,3911,1.9431114196777344e-05,-4.0531158447265625e-06
430,3918,2.008676528930664e-05,-4.231929779052734e-06
431,3926,2.086162567138672e-05,-3.5762786865234375e-06
432,3933,2.181529998779297e-05,-3.874301910400391e-06
433,3941,1.9788742065429688e-05,-3.2186508178710938e-06
434,3948,2.086162567138672e-05,-4.351139068603516e-06
435,3956,2.0623207092285156e-05,-2.6226043701171875e-06
436,3963,2.1398067474365234e-05,-3.039836883544922e-06
437,3971,2.1278858184814453e-05,-3.4570693969726562e-06
438,3978,2.0623207092285156e-05,-4.470348358154297e-06
439,3986,2.0742416381835938e-05,-4.410743713378906e-06
440,3993,2.104043960571289e-05,-3.635883331298828e-06
441,4001,2.09808349609375e-05,-2.86102294921875e-06
442,4008,2.0682811737060547e-05,-2.9802322387695312e-06
443,4016,2.205371856689453e-05,-3.159046173095703e-06
444,4023,2.092123031616211e-05,-3.337860107421875e-06
445,4031,2.2292137145996094e-05,-3.5762786865234375e-06
446,4038,2.181529998779297e-05,-3.159046173095703e-06
447,4046,2.1576881408691406e-05,-2.9206275939941406e-06
448,4053,2.193450927734375e-05,-3.3974647521972656e-06
449,4061,2.2411346435546875e-05,-3.2186508178710938e-06
450,4068,2.199411392211914e-05,-2.682209014892578e-06
451,4076,2.282857894897461e-05,-2.8014183044433594e-06
452,4083,2.2649765014648438e-05,-3.159046173095703e-06
453,4091,2.2709369659423828e-05,-2.8014183044433594e-06
454,4098,2.3365020751953125e-05,-1.9073486328125e-06
455,4106,2.1278858184814453e-05,-2.9206275939941406e-06
456,4113,2.092123031616211e-05,-3.635883331298828e-06
457,4121,2.1219253540039062e-05,-4.112720489501953e-06
458,4128,2.0802021026611328e-05,-4.470348358154297e-06
459,4136,1.9609928131103516e-05,-4.0531158447265625e-06
460,4143,2.0503997802734375e-05,-5.0067901611328125e-06
461,4151,2.0742416381835938e-05,-5.0067901611328125e-06
462,4159,2.0265579223632812e-05,-5.245208740234375e-06
463,4166,2.0444393157958984e-05,-5.304813385009766e-06
464,4174,2.0325183868408203e-05,-4.589557647705078e-06
465,4181,1.9311904907226562e-05,-6.020069122314453e-06
466,4189,2.09808349609375e-05,-4.231929779052734e-06
467,4196,2.0503997802734375e-05,-5.424022674560547e-06
468,4204,2.0563602447509766e-05,-6.079673767089844e-06
469,4211,2.104043960571289e-05,-5.066394805908203e-06
470,4219,2.0563602447509766e-05,-4.410743713378906e-06
471,4226,2.1696090698242188e-05,-4.231929779052734e-06
472,4234,2.0623207092285156e-05,-4.589557647705078e-06
473,4241,2.0205974578857422e-05,-6.616115570068359e-06
474,4249,1.9311904907226562e-05,-4.708766937255859e-06
475,4256,1.996755599975586e-05,-5.602836608886719e-06
476,4264,2.0444393157958984e-05,-6.258487701416016e-06
477,4271,2.0205974578857422e-05,-5.781650543212891e-06
478,4279,1.9311904907226562e-05,-5.602836608886719e-06
479,4286,2.1576881408691406e-05,-5.900859832763672e-06
480,4294,2.086162567138672e-05,-5.781650543212891e-06
481,4301,2.092123031616211e-05,-5.662441253662109e-06
482,4309,2.09808349609375e-05,-5.245208740234375e-06
483,4316,2.086162567138672e-05,-5.7220458984375e-06
484,4324,2.0384788513183594e-05,-6.318092346191406e-06
485,4331,2.086162567138672e-05,-5.185604095458984e-06
486,4339,2.110004425048828e-05,-4.76837158203125e-06
