,frec,X,Y
0,1238,-0.00396353006362915,0.0043280720710754395
1,939,-0.003571033477783203,-0.0007960796356201172
2,712,-0.0015867352485656738,-0.0015079975128173828
3,540,0.0005036592483520508,-0.0012432336807250977
4,409,0.0007554292678833008,0.00035196542739868164
5,310,-0.0001506805419921875,0.00039970874786376953
6,235,-0.0001252293586730957,0.0001995563507080078
7,178,-9.620189666748047e-05,2.872943878173828e-05
8,135,3.0994415283203125e-06,-7.414817810058594e-05
9,102,5.5730342864990234e-05,5.608797073364258e-05
10,77,2.3305416107177734e-05,-8.225440979003906e-06
11,58,4.661083221435547e-05,1.537799835205078e-05
12,44,5.1021575927734375e-05,1.436471939086914e-05
13,33,5.2988529205322266e-05,1.531839370727539e-05
14,25,4.9591064453125e-05,1.7881393432617188e-06
15,19,3.516674041748047e-05,1.2576580047607422e-05
16,14,4.3272972106933594e-05,9.59634780883789e-06
17,11,1.2695789337158203e-05,1.9669532775878906e-06
18,8,4.857778549194336e-05,1.519918441772461e-05
19,6,5.602836608886719e-05,2.0325183868408203e-05
20,4,4.029273986816406e-05,4.082918167114258e-05
21,3,2.1338462829589844e-05,5.3763389587402344e-05
22,2,4.6133995056152344e-05,3.159046173095703e-05
23,2,-2.6524066925048828e-05,3.820657730102539e-05
24,1,2.6226043701171875e-05,3.93986701965332e-05
25,1,4.023313522338867e-05,5.370378494262695e-05
26,0,2.4139881134033203e-05,-4.774332046508789e-05
27,0,1.8835067749023438e-05,-4.6193599700927734e-05
28,0,2.8908252716064453e-05,-4.7147274017333984e-05
29,0,1.8894672393798828e-05,-4.404783248901367e-05
30,0,1.537799835205078e-05,-4.178285598754883e-05
31,0,2.491474151611328e-05,-4.738569259643555e-05
32,0,6.258487701416016e-06,-3.4749507904052734e-05
33,0,2.3126602172851562e-05,-4.6372413635253906e-05
34,0,2.09808349609375e-05,-4.3392181396484375e-05
35,0,8.165836334228516e-06,-3.802776336669922e-05
36,0,2.6524066925048828e-05,-4.667043685913086e-05
37,0,1.1920928955078125e-05,-4.112720489501953e-05
38,0,8.165836334228516e-06,-4.45246696472168e-05
39,0,1.6510486602783203e-05,-4.291534423828125e-05
40,0,7.092952728271484e-06,-3.93986701965332e-05
41,0,2.8371810913085938e-05,-4.6312808990478516e-05
42,0,1.055002212524414e-05,-4.100799560546875e-05
43,0,1.3470649719238281e-05,-4.178285598754883e-05
44,0,1.5020370483398438e-05,-4.106760025024414e-05
45,0,1.7583370208740234e-05,-4.190206527709961e-05
46,0,2.4616718292236328e-05,-4.6372413635253906e-05
47,0,8.285045623779297e-06,-3.916025161743164e-05
48,0,2.771615982055664e-05,-4.649162292480469e-05
49,0,1.424551010131836e-05,-4.184246063232422e-05
50,0,1.1324882507324219e-05,-3.921985626220703e-05
51,0,1.5437602996826172e-05,-4.112720489501953e-05
52,0,2.4020671844482422e-05,-4.6193599700927734e-05
53,0,1.531839370727539e-05,-3.808736801147461e-05
54,0,1.3768672943115234e-05,-4.3451786041259766e-05
55,0,1.710653305053711e-05,-4.214048385620117e-05
56,0,2.187490463256836e-05,-4.9591064453125e-05
57,0,1.6808509826660156e-05,-4.273653030395508e-05
58,0,2.1696090698242188e-05,-4.9591064453125e-05
59,0,1.0848045349121094e-05,-4.0590763092041016e-05
