,frec,X,Y
0,1238,7.230043411254883e-05,-0.00010693073272705078
1,939,2.205371856689453e-05,5.173683166503906e-05
2,712,9.173154830932617e-05,-6.020069122314453e-06
3,540,6.878376007080078e-05,1.621246337890625e-05
4,409,5.02467155456543e-05,1.5437602996826172e-05
5,310,5.942583084106445e-05,-5.364418029785156e-07
6,235,5.6862831115722656e-05,1.9073486328125e-06
7,178,4.845857620239258e-05,3.337860107421875e-06
8,135,5.239248275756836e-05,1.9669532775878906e-06
9,102,5.0008296966552734e-05,2.9206275939941406e-06
10,77,4.9054622650146484e-05,3.159046173095703e-06
11,58,4.6312808990478516e-05,5.602836608886719e-06
12,44,4.774332046508789e-05,5.7220458984375e-06
13,33,4.678964614868164e-05,8.046627044677734e-06
14,25,4.279613494873047e-05,8.52346420288086e-06
15,19,4.184246063232422e-05,1.3709068298339844e-05
16,14,4.172325134277344e-05,1.0728836059570312e-05
17,11,3.62396240234375e-05,7.152557373046875e-06
18,8,5.358457565307617e-05,9.357929229736328e-06
19,6,5.14984130859375e-05,2.092123031616211e-05
20,4,4.279613494873047e-05,3.230571746826172e-05
21,3,4.184246063232422e-05,3.314018249511719e-05
22,2,1.4424324035644531e-05,3.2842159271240234e-05
23,2,1.823902130126953e-05,3.230571746826172e-05
24,1,1.6629695892333984e-05,2.5510787963867188e-05
25,1,2.0384788513183594e-05,4.0411949157714844e-05
26,0,2.1398067474365234e-05,-4.5239925384521484e-05
27,0,1.704692840576172e-05,-4.279613494873047e-05
28,0,2.473592758178711e-05,-4.762411117553711e-05
29,0,1.817941665649414e-05,-4.172325134277344e-05
30,0,1.9073486328125e-05,-4.285573959350586e-05
31,0,2.1278858184814453e-05,-4.559755325317383e-05
32,0,1.800060272216797e-05,-4.190206527709961e-05
33,0,1.990795135498047e-05,-4.416704177856445e-05
34,0,2.0265579223632812e-05,-4.4286251068115234e-05
35,0,1.8417835235595703e-05,-4.297494888305664e-05
36,0,2.0623207092285156e-05,-4.559755325317383e-05
37,0,1.6927719116210938e-05,-4.285573959350586e-05
38,0,1.8715858459472656e-05,-4.398822784423828e-05
39,0,1.8656253814697266e-05,-4.374980926513672e-05
40,0,1.8894672393798828e-05,-4.184246063232422e-05
41,0,1.7523765563964844e-05,-4.488229751586914e-05
42,0,1.5676021575927734e-05,-4.166364669799805e-05
43,0,2.014636993408203e-05,-4.583597183227539e-05
44,0,1.7404556274414062e-05,-4.1961669921875e-05
45,0,1.8894672393798828e-05,-4.482269287109375e-05
46,0,2.1517276763916016e-05,-4.51207160949707e-05
47,0,1.5795230865478516e-05,-4.2378902435302734e-05
48,0,1.8715858459472656e-05,-4.416704177856445e-05
49,0,2.193450927734375e-05,-4.45246696472168e-05
50,0,1.9371509552001953e-05,-4.297494888305664e-05
51,0,1.8775463104248047e-05,-4.398822784423828e-05
52,0,1.7583370208740234e-05,-4.220008850097656e-05
53,0,1.8537044525146484e-05,-4.464387893676758e-05
54,0,1.6629695892333984e-05,-4.2378902435302734e-05
55,0,1.710653305053711e-05,-4.225969314575195e-05
56,0,2.0205974578857422e-05,-4.5359134674072266e-05
57,0,1.71661376953125e-05,-4.202127456665039e-05
58,0,2.014636993408203e-05,-4.601478576660156e-05
59,0,1.6808509826660156e-05,-4.166364669799805e-05
