,frec,X,Y
0,1238,1.722574234008789e-05,-2.2172927856445312e-05
1,939,2.5153160095214844e-05,-2.2172927856445312e-05
2,712,3.0219554901123047e-05,-2.0682811737060547e-05
3,540,3.439188003540039e-05,-1.9252300262451172e-05
4,409,3.796815872192383e-05,-1.6570091247558594e-05
5,310,4.094839096069336e-05,-1.3172626495361328e-05
6,235,4.374980926513672e-05,-1.0073184967041016e-05
7,178,4.595518112182617e-05,-7.927417755126953e-06
8,135,4.7206878662109375e-05,-6.020069122314453e-06
9,102,4.798173904418945e-05,-4.5299530029296875e-06
10,77,4.839897155761719e-05,-3.2782554626464844e-06
11,58,4.851818084716797e-05,-2.205371856689453e-06
12,44,4.845857620239258e-05,-1.1920928955078125e-06
13,33,4.8279762268066406e-05,-5.960464477539063e-08
14,25,4.780292510986328e-05,1.3113021850585938e-06
15,19,4.70280647277832e-05,2.9206275939941406e-06
16,14,4.607439041137695e-05,4.410743713378906e-06
17,11,4.482269287109375e-05,5.602836608886719e-06
18,8,4.410743713378906e-05,6.496906280517578e-06
19,6,4.416704177856445e-05,7.510185241699219e-06
20,4,4.470348358154297e-05,9.179115295410156e-06
21,3,4.464387893676758e-05,1.1980533599853516e-05
22,2,4.3272972106933594e-05,1.5079975128173828e-05
23,2,4.017353057861328e-05,1.8298625946044922e-05
24,1,3.6716461181640625e-05,2.110004425048828e-05
25,1,3.3736228942871094e-05,2.396106719970703e-05
26,0,3.0994415283203125e-05,2.396106719970703e-05
27,0,2.872943878173828e-05,1.901388168334961e-05
28,0,2.6881694793701172e-05,1.1742115020751953e-05
29,0,2.5331974029541016e-05,3.7550926208496094e-06
30,0,2.4020671844482422e-05,-4.112720489501953e-06
31,0,2.300739288330078e-05,-1.1026859283447266e-05
32,0,2.2172927856445312e-05,-1.71661376953125e-05
33,0,2.1517276763916016e-05,-2.2351741790771484e-05
34,0,2.092123031616211e-05,-2.6702880859375e-05
35,0,2.0503997802734375e-05,-3.0279159545898438e-05
36,0,2.014636993408203e-05,-3.319978713989258e-05
37,0,1.990795135498047e-05,-3.546476364135742e-05
38,0,1.9729137420654297e-05,-3.725290298461914e-05
39,0,1.9609928131103516e-05,-3.8683414459228516e-05
40,0,1.9609928131103516e-05,-3.987550735473633e-05
41,0,1.9609928131103516e-05,-4.076957702636719e-05
42,0,1.9550323486328125e-05,-4.1484832763671875e-05
43,0,1.9550323486328125e-05,-4.202127456665039e-05
44,0,1.9550323486328125e-05,-4.2438507080078125e-05
45,0,1.9550323486328125e-05,-4.267692565917969e-05
46,0,1.9550323486328125e-05,-4.291534423828125e-05
47,0,1.9490718841552734e-05,-4.303455352783203e-05
48,0,1.9371509552001953e-05,-4.309415817260742e-05
49,0,1.9311904907226562e-05,-4.315376281738281e-05
50,0,1.9252300262451172e-05,-4.32133674621582e-05
51,0,1.9252300262451172e-05,-4.32133674621582e-05
52,0,1.919269561767578e-05,-4.3272972106933594e-05
53,0,1.9252300262451172e-05,-4.3272972106933594e-05
54,0,1.9252300262451172e-05,-4.3332576751708984e-05
55,0,1.919269561767578e-05,-4.3332576751708984e-05
56,0,1.913309097290039e-05,-4.3272972106933594e-05
57,0,1.9073486328125e-05,-4.3272972106933594e-05
58,0,1.9073486328125e-05,-4.3332576751708984e-05
59,0,1.913309097290039e-05,-4.3451786041259766e-05
