,frecs,X,Y
0,1238,0.15729743242263794,0.062126219272613525
1,1050,0.0866733193397522,0.020989179611206055
2,890,0.04272758960723877,-0.008139371871948242
3,755,0.022131919860839844,-0.0256386399269104
4,640,0.01382821798324585,-0.03777480125427246
5,543,0.012038946151733398,-0.04778510332107544
6,460,0.013781547546386719,-0.05821347236633301
7,390,0.018421411514282227,-0.0702562928199768
8,331,0.027180135250091553,-0.08539319038391113
9,280,0.04485803842544556,-0.1046377420425415
10,238,0.08910703659057617,-0.12083268165588379
11,201,0.1431151032447815,-0.07895922660827637
12,171,0.1426863670349121,-0.011779248714447021
13,145,0.09912323951721191,0.012593269348144531
14,123,0.060366809368133545,-0.00406116247177124
15,104,0.04182559251785278,-0.03778338432312012
16,88,0.040569841861724854,-0.07399636507034302
17,75,0.050827622413635254,-0.10672420263290405
18,63,0.06933408975601196,-0.13529527187347412
19,53,0.0940709114074707,-0.1593758463859558
20,45,0.1232525110244751,-0.17857646942138672
21,38,0.15605580806732178,-0.19247490167617798
22,32,0.1905316710472107,-0.20032823085784912
23,27,0.22599554061889648,-0.20222622156143188
24,23,0.26024121046066284,-0.19853514432907104
25,20,0.2912549376487732,-0.19052040576934814
26,16,0.3214113116264343,-0.17672181129455566
27,14,0.34842449426651,-0.15959233045578003
28,12,0.3695843815803528,-0.14198869466781616
29,10,0.38762176036834717,-0.12229466438293457
30,8,0.40310245752334595,-0.10004419088363647
31,7,0.4155033230781555,-0.07786959409713745
32,6,0.42478299140930176,-0.05717825889587402
33,5,0.4323740601539612,-0.038021743297576904
34,4,0.44087809324264526,-0.012885868549346924
35,3,0.4439939856529236,0.019797086715698242
36,2,0.4394376277923584,0.05747896432876587
37,1,0.42526596784591675,0.1088365912437439
