# EMCCD raw fluorescence data file (1 ions, 2 traces)
# trace names: 'rsbAx' 'bsbAx'
# format:
# | signalSlot | countcycle 1 .....
# |            | trace 0 | trace 1 |
# |            | ion 0   | ion 0   |
0	10	189.5	142.75	168	171.5	164.5	185.75	160.25	169	167	186.25	173.25	194.25	162.25	179.5	175.75	181.25	160	156.25	168.75	175.5	
9.9e-006	10	181	166.5	176.25	149.5	161	180	183.5	170.25	167.5	169	161.5	179.5	176	176	168.25	172.25	130.75	179.5	168.75	120.75	
1.98e-005	10	115	170.25	149.75	162.5	166.5	165	167.25	171.25	157.5	164	159	173.5	162.5	148.5	178.25	155.75	189	155	164.5	152.5	
2.97e-005	10	167	156.5	166	115.5	177.25	166.25	188	113.75	170	172.25	177.5	109.75	158.5	176.5	176.75	124.5	153.5	185	164.25	167.25	
3.96e-005	10	163.5	145.5	154.75	175.25	174	109	159.5	175.75	175.5	118.25	184.25	163.5	176.75	172	206.75	187.25	121	172.5	181	160.75	
4.95e-005	10	144.75	168.75	187	176	111.75	126.5	155.25	147.25	184	178.25	156.75	128	170.75	115.25	175.5	169.25	161.5	190.5	195	164.25	
5.94e-005	10	152	161.25	163.5	114.25	167.5	178.25	115.75	118.75	186.5	114.25	170.25	174.25	188.25	180.5	188	159.5	116.75	111.75	158.75	113.5	
6.93e-005	10	168	188.75	184.75	161.75	183.5	112.5	179.5	161	173.25	120.75	189	112	185	172.75	154	172	158.25	126.5	190.75	117	
7.92e-005	10	164.5	168.25	170.25	110	155.5	111	173.25	127	172.25	176.5	194.25	104.5	193.25	112	191.5	175.5	179.25	175.5	172.75	110.5	
8.91e-005	10	187.75	111	167.75	180.75	183.25	112.25	175.25	120	163.25	168.75	173.25	152.75	174.25	123.25	180.25	153.5	165	121.5	171.75	182.75	
9.9e-005	10	153.25	121.75	181	172	181.25	114.5	161.25	162.75	185	165	147.5	115	182.75	115.5	169.5	108	179.75	129.5	157.5	126.5	
0.0001089	10	157.25	166	177.25	112.75	158	130	159.5	179.75	178.25	108.25	182.75	122.75	112.25	178.25	181.5	116.5	179.5	115.75	188	167.25	
0.0001188	10	164.5	119	162.5	124	144.75	119.25	170.25	196.5	160	129	149	170.75	171	113.5	170.25	111.75	172.25	119.25	161.25	165	
0.0001287	10	113.75	151.5	176.5	178.75	152	161.75	184.75	120	171.75	193.75	162.75	158.75	170	119.25	172	173.5	112.75	119.5	179.75	189.5	
0.0001386	10	156	115	180.25	161.75	168.5	119.75	124.25	116.75	111.75	114.5	175	111.75	170.75	162.5	111.75	156.5	161.25	177	179.5	168.25	
0.0001485	10	158.75	120	157.5	119.25	168.25	181.75	181.75	114.25	176	184	163.25	182.25	159.75	154.75	114.75	119	175.5	174	173.25	111.75	
0.0001584	10	180.25	122.5	187.75	115.75	161.75	157.25	178.5	165.5	198.5	182.25	166.25	173.75	177	126.5	166.75	172.25	153.25	170.5	171.5	183.25	
0.0001683	10	156.75	174.5	178	193	163	177	177.75	171.25	153.5	143.25	181.25	126.75	164.5	180	168	183.75	187.75	119.25	174.5	175.25	
0.0001782	10	167.75	173	158.25	169.5	178.5	117	150.75	190.5	192.25	184.25	176.25	173.25	180.75	159	200.75	129	165.25	109.25	183.75	119.5	
0.0001881	10	180	165.75	185.75	176.25	180	156.25	120.75	151	184.75	174	190.75	191	158.5	156	165.75	183	176	168.5	175	116.5	
0.000198	10	207.5	111.5	178	166	167.25	190.25	167.5	183.75	170.75	167.75	159	156.75	166.25	188.75	171.25	177.5	186.75	165	188.25	190.5	
0.0002079	10	188	164	176.25	180.5	116	175.25	188.25	178	197	183.75	165.25	169.5	119	162	182.25	156.25	199.25	117.75	179.75	162.25	
0.0002178	10	159.25	184.25	185.5	188.75	178.25	158.5	164.5	177.25	175.75	167.75	167.5	175	161.25	166.75	176.25	169.5	111.25	190.25	189.5	167.5	
0.0002277	10	172.75	176	168	163.5	147.25	188.75	159.5	196.25	165	172.5	169	118	125.75	179.5	173.5	177.75	161.25	108.25	183.5	152.75	
0.0002376	10	165.5	156.5	168.75	181.75	162.5	154.25	156.5	196	181.25	182.75	172.5	199.5	171.75	113.5	169	161	170.75	170.75	167.25	180.25	
0.0002475	10	179.25	189.25	186	111	175.75	183.25	127.25	127.5	169.25	193.25	194	193.75	186.75	155.25	170	165.75	187.5	169	167	159	
0.0002574	10	169.75	153	169	165	118	194.25	169.5	168.5	170.25	168.5	169.25	160.75	172.75	177	187.25	177.5	169	116.5	110.75	186.5	
0.0002673	10	179	176	172.5	173.5	160	178.25	171.5	183	179	183.25	146.5	183.25	187.25	171	163.25	110	171	161.5	167.25	168.5	
0.0002772	10	157	162.5	153.75	174.75	162.5	160.75	168.75	113.75	184.5	174.5	169.25	121.75	155	180.75	177.25	163.75	171.25	173	164.5	120.5	
0.0002871	10	173	211	164.5	155.5	150.25	124.25	176.75	164.75	166.75	183.25	183.25	186.5	161.75	120	176.75	161.75	175	177.75	169.75	183.5	
0.000297	10	180	113.25	182	115.25	188.75	115.75	163	162.25	172.5	116	170.75	113.25	159.25	174.75	165	188.25	179.75	121.25	119.5	111.25	
