,frecs,X,Y
0,1238,-0.025914371013641357,-0.027281463146209717
1,1228,-0.016462266445159912,-0.05148798227310181
2,1218,0.005724549293518066,-0.011175453662872314
3,1208,-0.00950247049331665,-0.008488833904266357
4,1197,-0.005674481391906738,-0.05722266435623169
5,1187,0.02110499143600464,-0.019421637058258057
6,1177,0.008086860179901123,-0.014894366264343262
7,1168,0.01626765727996826,-0.01745826005935669
8,1158,0.0056038498878479,-0.012345194816589355
9,1148,0.005630075931549072,-0.01257258653640747
10,1138,0.008787393569946289,-0.01681572198867798
11,1129,0.0004635453224182129,-0.05886828899383545
12,1119,-0.0200728178024292,-0.046998679637908936
13,1110,0.006241321563720703,-0.014035224914550781
14,1101,-0.020616352558135986,-0.045887529850006104
15,1092,0.023029744625091553,-0.048744380474090576
16,1082,-0.010063767433166504,-0.01304715871810913
17,1073,-0.022805631160736084,-0.02931159734725952
18,1064,0.011849462985992432,-0.05783969163894653
19,1055,0.00775754451751709,-0.05912119150161743
20,1047,-0.014102339744567871,-0.016890525817871094
21,1038,0.015375733375549316,-0.05635768175125122
22,1029,0.017676234245300293,-0.0240786075592041
23,1020,0.014667153358459473,-0.023452401161193848
24,1012,0.007334589958190918,-0.01747053861618042
25,1003,-0.0034475326538085938,-0.014614701271057129
26,995,-0.0039009451866149902,-0.015029847621917725
27,987,0.008256673812866211,-0.019092023372650146
28,978,0.012867212295532227,-0.05834990739822388
29,970,0.019663870334625244,-0.05370825529098511
30,962,-0.009202659130096436,-0.01809096336364746
31,954,-0.004270493984222412,-0.01692354679107666
32,946,-0.008560657501220703,-0.05782824754714966
33,938,0.02146291732788086,-0.0517730712890625
34,930,-0.014774203300476074,-0.05268144607543945
35,922,0.023364365100860596,-0.03663778305053711
36,915,0.01240694522857666,-0.02876758575439453
37,907,0.023991048336029053,-0.040353238582611084
38,899,-0.01890385150909424,-0.03680062294006348
39,892,-0.014767169952392578,-0.0270804762840271
40,884,0.01095801591873169,-0.06070739030838013
41,877,0.010435819625854492,-0.025008797645568848
42,870,0.02363717555999756,-0.04414629936218262
43,862,-0.011283457279205322,-0.025738179683685303
44,855,0.01215285062789917,-0.02908402681350708
45,848,0.022343575954437256,-0.05075889825820923
46,841,0.023222744464874268,-0.04326266050338745
47,834,0.012667059898376465,-0.03234851360321045
48,827,0.01893562078475952,-0.056699275970458984
49,820,0.012870848178863525,-0.03348571062088013
50,813,-0.013975679874420166,-0.052230000495910645
51,806,0.0012326240539550781,-0.024477660655975342
52,799,0.014729321002960205,-0.03618127107620239
53,793,0.013327181339263916,-0.06184738874435425
54,786,-0.014965832233428955,-0.04068666696548462
55,779,0.015916883945465088,-0.03790402412414551
56,773,0.01370006799697876,-0.03618520498275757
57,766,-0.011791527271270752,-0.05489271879196167
58,760,-0.013566315174102783,-0.05034339427947998
59,754,0.00141143798828125,-0.02811950445175171
60,747,0.021006643772125244,-0.05578380823135376
61,741,-0.012011229991912842,-0.039584219455718994
62,735,0.013628721237182617,-0.04103368520736694
63,729,0.00645369291305542,-0.0656505823135376
64,722,0.02201235294342041,-0.04990267753601074
65,716,0.014953553676605225,-0.04248327016830444
66,710,0.02138078212738037,-0.04856771230697632
67,704,0.005424976348876953,-0.03203117847442627
68,699,0.01409071683883667,-0.044052302837371826
69,693,0.021864473819732666,-0.052962422370910645
70,687,0.015837430953979492,-0.0644688606262207
71,681,0.003924131393432617,-0.06733304262161255
72,675,-0.004439055919647217,-0.03813958168029785
73,670,-0.009930849075317383,-0.052954912185668945
