,frecs,X,Y
0,1238,0.03447192907333374,-0.0953822135925293
1,1228,0.02823704481124878,-0.08164668083190918
2,1218,0.021756231784820557,-0.06739288568496704
3,1208,0.01649165153503418,-0.0558437705039978
4,1197,0.012409567832946777,-0.04692554473876953
5,1187,0.009542524814605713,-0.040701985359191895
6,1177,0.007562696933746338,-0.03644615411758423
7,1168,0.006173074245452881,-0.03350454568862915
8,1158,0.0053116679191589355,-0.0317264199256897
9,1148,0.004749655723571777,-0.030614852905273438
10,1138,0.004409968852996826,-0.029994606971740723
11,1129,0.004208981990814209,-0.029680907726287842
12,1119,0.0040926337242126465,-0.02956211566925049
13,1110,0.004041910171508789,-0.02958303689956665
14,1101,0.004029273986816406,-0.029684782028198242
15,1092,0.004040420055389404,-0.02984142303466797
16,1082,0.004067480564117432,-0.03003227710723877
17,1073,0.004105508327484131,-0.03024810552597046
18,1064,0.004150092601776123,-0.030478239059448242
19,1055,0.0042002201080322266,-0.03072267770767212
20,1047,0.004252195358276367,-0.03096926212310791
21,1038,0.00430530309677124,-0.031217575073242188
22,1029,0.004361093044281006,-0.031476378440856934
23,1020,0.0044176578521728516,-0.03173750638961792
24,1012,0.004475593566894531,-0.03200352191925049
25,1003,0.004535377025604248,-0.032276809215545654
26,995,0.004594862461090088,-0.03254610300064087
27,987,0.004655122756958008,-0.0328182578086853
28,978,0.004716992378234863,-0.033096909523010254
29,970,0.004778921604156494,-0.0333748459815979
30,962,0.004842638969421387,-0.03366053104400635
31,954,0.0049059391021728516,-0.03394365310668945
32,946,0.004970550537109375,-0.034230589866638184
33,938,0.005036115646362305,-0.03451991081237793
34,930,0.005104005336761475,-0.03481811285018921
35,922,0.005172073841094971,-0.03511613607406616
36,915,0.005240201950073242,-0.03541213274002075
37,907,0.005308866500854492,-0.035709917545318604
38,899,0.0053809285163879395,-0.03602015972137451
39,892,0.005452930927276611,-0.03632783889770508
40,884,0.0055277347564697266,-0.03664523363113403
41,877,0.00560230016708374,-0.036959946155548096
42,870,0.00567704439163208,-0.037271738052368164
43,862,0.005754828453063965,-0.037592291831970215
44,855,0.005834043025970459,-0.03791564702987671
45,848,0.005914032459259033,-0.0382380485534668
46,841,0.005994915962219238,-0.03856140375137329
47,834,0.0060784220695495605,-0.03889352083206177
48,827,0.006161749362945557,-0.0392228364944458
49,820,0.006246745586395264,-0.039556145668029785
50,813,0.006334662437438965,-0.0398983359336853
51,806,0.006423473358154297,-0.0402410626411438
52,799,0.006514370441436768,-0.04058992862701416
53,793,0.006606698036193848,-0.04094064235687256
54,786,0.006701767444610596,-0.041298747062683105
55,779,0.00679779052734375,-0.04165780544281006
56,773,0.006895124912261963,-0.04201662540435791
57,766,0.006996333599090576,-0.04238766431808472
58,760,0.007096707820892334,-0.04275268316268921
59,754,0.0071980953216552734,-0.04311811923980713
60,747,0.00730365514755249,-0.04349583387374878
61,741,0.007410287857055664,-0.04387456178665161
62,735,0.007516920566558838,-0.044250547885894775
63,729,0.007625281810760498,-0.044629693031311035
64,722,0.0077381134033203125,-0.0450206995010376
65,716,0.00785374641418457,-0.045418381690979004
66,710,0.007973909378051758,-0.04582810401916504
67,704,0.0080949068069458,-0.046236395835876465
68,699,0.008213996887207031,-0.046634137630462646
69,693,0.008334040641784668,-0.04703027009963989
70,687,0.008458495140075684,-0.04743671417236328
71,681,0.008584976196289062,-0.04784590005874634
72,675,0.008716881275177002,-0.04826873540878296
73,670,0.008848249912261963,-0.048687100410461426
74,664,0.00898057222366333,-0.04910564422607422
75,659,0.00911623239517212,-0.04953265190124512
76,653,0.009253442287445068,-0.0499606728553772
77,648,0.009394824504852295,-0.05039781332015991
78,642,0.009537994861602783,-0.05083686113357544
79,637,0.009684562683105469,-0.0512811541557312
80,631,0.009836792945861816,-0.05173832178115845
81,626,0.0099906325340271,-0.05219602584838867
82,621,0.010148346424102783,-0.05266106128692627
83,616,0.010306596755981445,-0.053123533725738525
84,610,0.01046687364578247,-0.05358821153640747
85,605,0.010635316371917725,-0.054072558879852295
86,600,0.010803937911987305,-0.054553866386413574
87,595,0.010979771614074707,-0.05505090951919556
88,590,0.011152148246765137,-0.055534422397613525
89,585,0.011333048343658447,-0.056037187576293945
90,580,0.011512994766235352,-0.05653274059295654
91,575,0.011702299118041992,-0.05704861879348755
92,571,0.011887609958648682,-0.05754929780960083
93,566,0.012072563171386719,-0.058045387268066406
94,561,0.012265205383300781,-0.058557868003845215
95,556,0.012463152408599854,-0.05908048152923584
96,552,0.012664973735809326,-0.05960893630981445
97,547,0.012874126434326172,-0.06015121936798096
98,543,0.013080358505249023,-0.0606803297996521
99,538,0.013296186923980713,-0.061227619647979736
100,533,0.013517916202545166,-0.061783552169799805
101,529,0.013747990131378174,-0.0623549222946167
102,525,0.013976037502288818,-0.06291615962982178
103,520,0.014212191104888916,-0.06349170207977295
104,516,0.014451861381530762,-0.06406944990158081
105,511,0.014718472957611084,-0.06470674276351929
106,507,0.014978110790252686,-0.0653221607208252
107,503,0.015227437019348145,-0.06590801477432251
108,499,0.015484213829040527,-0.06650537252426147
109,494,0.01574838161468506,-0.0671125054359436
110,490,0.01602274179458618,-0.06773573160171509
111,486,0.016306400299072266,-0.06837373971939087
112,482,0.016591250896453857,-0.06900721788406372
113,478,0.016886115074157715,-0.06965482234954834
114,474,0.01718592643737793,-0.07030487060546875
115,470,0.017497539520263672,-0.07097101211547852
116,466,0.017809033393859863,-0.07162785530090332
117,462,0.018135130405426025,-0.07230633497238159
118,458,0.018464624881744385,-0.07298290729522705
119,455,0.018798649311065674,-0.07366150617599487
